sutra,adhyaya,pada,num,text_slp1,text_iast,text_deva,kashika_available
4.4.60,4,4,60,astinAstidizwaM matiH,astināstidiṣṭaṃ matiḥ,अस्तिनास्तिदिष्टं मतिः,no
4.4.61,4,4,61,SIlam,śīlam,शीलम्,no
4.4.62,4,4,62,CatrAdiByo RaH,chatrādibhyo ṇaḥ,छत्रादिभ्यो णः,no
4.4.63,4,4,63,karmADyayane vfttam,karmādhyayane vṛttam,कर्माध्ययने वृत्तम्,no
4.4.64,4,4,64,bahvacpUrvapadAwWac,bahvacpūrvapadāṭṭhac,बह्वच्पूर्वपदाट्ठच्,no
4.4.65,4,4,65,hitaM BakzAH,hitaṃ bhakṣāḥ,हितं भक्षाः,no
4.4.66,4,4,66,tadasmE dIyate niyuktam,tadasmai dīyate niyuktam,तदस्मै दीयते नियुक्तम्,no
4.4.67,4,4,67,SrARAmAMsOdanAwwiWan,śrāṇāmāṃsaudanāṭṭiṭhan,श्राणामांसौदनाट्टिठन्,no
4.4.68,4,4,68,BaktAdaRanyatarasyAm,bhaktādaṇanyatarasyām,भक्तादणन्यतरस्याम्,no
4.4.69,4,4,69,tatra niyuktaH,tatra niyuktaḥ,तत्र नियुक्तः,no
4.4.70,4,4,70,agArAntAwWan,agārāntāṭṭhan,अगारान्ताट्ठन्,no
4.4.71,4,4,71,aDyAyinyadeSakAlAt,adhyāyinyadeśakālāt,अध्यायिन्यदेशकालात्,no
4.4.72,4,4,72,kaWinAntaprastArasaMsTAnezu vyavaharati,kaṭhināntaprastārasaṃsthāneṣu vyavaharati,कठिनान्तप्रस्तारसंस्थानेषु व्यवहरति,no
4.4.73,4,4,73,nikawe vasati,nikaṭe vasati,निकटे वसति,no
4.4.74,4,4,74,AvasaTAt zWal,āvasathāt ṣṭhal,आवसथात् ष्ठल्,no
4.4.75,4,4,75,prAgGitAdyat,prāgghitādyat,प्राग्घिताद्यत्,no
4.4.76,4,4,76,tadvahati raTayugaprAsaNgam,tadvahati rathayugaprāsaṅgam,तद्वहति रथयुगप्रासङ्गम्,no
4.4.77,4,4,77,Duro yaqQakO,dhuro yaḍḍhakau,धुरो यड्ढकौ,no
4.4.78,4,4,78,KaH sarvaDurAt,khaḥ sarvadhurāt,खः सर्वधुरात्,no
4.4.79,4,4,79,ekaDurAlluk ca,ekadhurālluk ca,एकधुराल्लुक् च,no
4.4.80,4,4,80,SakawAdaR,śakaṭādaṇ,शकटादण्,no
4.4.81,4,4,81,halasIrAwWak,halasīrāṭṭhak,हलसीराट्ठक्,no
4.4.82,4,4,82,saMjYAyAM janyAH,saṃjñāyāṃ janyāḥ,संज्ञायां जन्याः,no
4.4.83,4,4,83,viDyatyaDanuzA,vidhyatyadhanuṣā,विध्यत्यधनुषा,no
4.4.84,4,4,84,DanagaRaM labDA,dhanagaṇaṃ labdhā,धनगणं लब्धा,no
4.4.85,4,4,85,annARRaH,annāṇṇaḥ,अन्नाण्णः,no
4.4.86,4,4,86,vaSaM gataH,vaśaṃ gataḥ,वशं गतः,no
4.4.87,4,4,87,padamasmin dfSyam,padamasmin dṛśyam,पदमस्मिन् दृश्यम्,no
4.4.88,4,4,88,mUlamasyAbarhi,mūlamasyābarhi,मूलमस्याबर्हि,no
4.4.89,4,4,89,saMjYAyAM DenuzyA,saṃjñāyāṃ dhenuṣyā,संज्ञायां धेनुष्या,no
4.4.90,4,4,90,gfhapatinA saMyukte YyaH,gṛhapatinā saṃyukte ñyaḥ,गृहपतिना संयुक्ते ञ्यः,no
4.4.91,4,4,91,nOvayoDarmavizamUlamUlasItAtulAByastAryatulyaprApyavaDyAnAmyasamasamitasammitezu,nauvayodharmaviṣamūlamūlasītātulābhyastāryatulyaprāpyavadhyānāmyasamasamitasammiteṣu,नौवयोधर्मविषमूलमूलसीतातुलाभ्यस्तार्यतुल्यप्राप्यवध्यानाम्यसमसमितसम्मितेषु,no
4.4.92,4,4,92,DarmapaTyarTanyAyAdanapete,dharmapathyarthanyāyādanapete,धर्मपथ्यर्थन्यायादनपेते,no
4.4.93,4,4,93,Candaso nirmite,chandaso nirmite,छन्दसो निर्मिते,no
4.4.94,4,4,94,uraso'R ca,uraso'ṇ ca,उरसोऽण् च,no
4.4.95,4,4,95,hfdayasya priyaH,hṛdayasya priyaḥ,हृदयस्य प्रियः,no
4.4.96,4,4,96,banDane carzO,bandhane carṣau,बन्धने चर्षौ,no
4.4.97,4,4,97,matajanahalAt karaRajalpakarzezu,matajanahalāt karaṇajalpakarṣeṣu,मतजनहलात् करणजल्पकर्षेषु,no
4.4.98,4,4,98,tatra sADuH,tatra sādhuḥ,तत्र साधुः,no
4.4.99,4,4,99,pratijanAdiByaH KaY,pratijanādibhyaḥ khañ,प्रतिजनादिभ्यः खञ्,no
4.4.100,4,4,100,BaktARRaH,bhaktāṇṇaḥ,भक्ताण्णः,no
4.4.101,4,4,101,parizado RyaH,pariṣado ṇyaḥ,परिषदो ण्यः,yes
4.4.102,4,4,102,kaTAdiByazWak,kathādibhyaṣṭhak,कथादिभ्यष्ठक्,no
4.4.103,4,4,103,guqAdiByazWaY,guḍādibhyaṣṭhañ,गुडादिभ्यष्ठञ्,no
4.4.104,4,4,104,paTyatiTivasatisvapaterQaY,pathyatithivasatisvapaterḍhañ,पथ्यतिथिवसतिस्वपतेर्ढञ्,no
4.4.105,4,4,105,saBAyA yaH,sabhāyā yaḥ,सभाया यः,no
4.4.106,4,4,106,QaSCandasi,ḍhaśchandasi,ढश्छन्दसि,no
4.4.107,4,4,107,samAnatIrTe vAsI,samānatīrthe vāsī,समानतीर्थे वासी,no
4.4.108,4,4,108,samAnodare Sayita o codAttaH,samānodare śayita o codāttaḥ,समानोदरे शयित ओ चोदात्तः,no
4.4.109,4,4,109,sodarAdyaH,sodarādyaḥ,सोदराद्यः,no
4.4.110,4,4,110,Bave Candasi,bhave chandasi,भवे छन्दसि,no
4.4.111,4,4,111,pATonadIByAM qyaR,pāthonadībhyāṃ ḍyaṇ,पाथोनदीभ्यां ड्यण्,no
4.4.112,4,4,112,veSantahimavadByAmaR,veśantahimavadbhyāmaṇ,वेशन्तहिमवद्भ्यामण्,no
4.4.113,4,4,113,srotaso viBAzA qyaqqyO,srotaso vibhāṣā ḍyaḍḍyau,स्रोतसो विभाषा ड्यड्ड्यौ,no
4.4.114,4,4,114,sagarBasayUTasanutAdyan,sagarbhasayūthasanutādyan,सगर्भसयूथसनुताद्यन्,no
4.4.115,4,4,115,tugrAdGan,tugrādghan,तुग्राद्घन्,no
4.4.116,4,4,116,agrAdyat,agrādyat,अग्राद्यत्,no
4.4.117,4,4,117,GacCO ca,ghacchau ca,घच्छौ च,no
4.4.118,4,4,118,samudrABrAdGaH,samudrābhrādghaḥ,समुद्राभ्राद्घः,no
4.4.119,4,4,119,barhizi dattam,barhiṣi dattam,बर्हिषि दत्तम्,no
4.4.120,4,4,120,dUtasya BAgakarmaRI,dūtasya bhāgakarmaṇī,दूतस्य भागकर्मणी,no
4.4.121,4,4,121,rakzoyAtUnAM hananI,rakṣoyātūnāṃ hananī,रक्षोयातूनां हननी,no
4.4.122,4,4,122,revatIjagatIhavizyAByaH praSasye,revatījagatīhaviṣyābhyaḥ praśasye,रेवतीजगतीहविष्याभ्यः प्रशस्ये,no
4.4.123,4,4,123,asurasya svam,asurasya svam,असुरस्य स्वम्,no
4.4.124,4,4,124,mAyAyAmaR,māyāyāmaṇ,मायायामण्,no
4.4.125,4,4,125,tadvAnAsAmupaDAno mantra itIzwakAsu luk ca matoH,tadvānāsāmupadhāno mantra itīṣṭakāsu luk ca matoḥ,तद्वानासामुपधानो मन्त्र इतीष्टकासु लुक् च मतोः,no
4.4.126,4,4,126,aSvimAnaR,aśvimānaṇ,अश्विमानण्,no
4.4.127,4,4,127,vayasyAsu mUrDno matup,vayasyāsu mūrdhno matup,वयस्यासु मूर्ध्नो मतुप्,no
4.4.128,4,4,128,matvarTe mAsatanvoH,matvarthe māsatanvoḥ,मत्वर्थे मासतन्वोः,no
4.4.129,4,4,129,maDorYa ca,madhorña ca,मधोर्ञ च,no
4.4.130,4,4,130,ojaso'hani yatKO,ojaso'hani yatkhau,ओजसोऽहनि यत्खौ,no
4.4.131,4,4,131,veSoyaSaAderBagAdyal,veśoyaśaāderbhagādyal,वेशोयशआदेर्भगाद्यल्,no
4.4.132,4,4,132,Ka ca,kha ca,ख च,no
4.4.133,4,4,133,pUrvEH kftaminayO ca,pūrvaiḥ kṛtaminayau ca,पूर्वैः कृतमिनयौ च,no
4.4.134,4,4,134,adBiH saMskftam,adbhiḥ saṃskṛtam,अद्भिः संस्कृतम्,no
4.4.135,4,4,135,sahasreRa saMmitO GaH,sahasreṇa saṃmitau ghaḥ,सहस्रेण संमितौ घः,no
4.4.136,4,4,136,matO ca,matau ca,मतौ च,no
4.4.137,4,4,137,somamarhati yaH,somamarhati yaḥ,सोममर्हति यः,no
4.4.138,4,4,138,maye ca,maye ca,मये च,no
4.4.139,4,4,139,maDoH,madhoḥ,मधोः,no
4.4.140,4,4,140,vasoH samUhe ca,vasoḥ samūhe ca,वसोः समूहे च,no
4.4.141,4,4,141,nakzatrAdGaH,nakṣatrādghaḥ,नक्षत्राद्घः,no
4.4.142,4,4,142,sarvadevAt tAtil,sarvadevāt tātil,सर्वदेवात् तातिल्,no
4.4.143,4,4,143,SivaSamarizwasya kare,śivaśamariṣṭasya kare,शिवशमरिष्टस्य करे,no
4.4.144,4,4,144,BAve ca,bhāve ca,भावे च,no
5.1.1,5,1,1,prAk krItAcCaH,prāk krītācchaḥ,प्राक् क्रीताच्छः,no
5.1.2,5,1,2,ugavAdiByo yat,ugavādibhyo yat,उगवादिभ्यो यत्,no
5.1.3,5,1,3,kambalAcca saMjYAyAm,kambalācca saṃjñāyām,कम्बलाच्च संज्ञायाम्,no
5.1.4,5,1,4,viBAzA havirapUpAdiByaH,vibhāṣā havirapūpādibhyaḥ,विभाषा हविरपूपादिभ्यः,no
5.1.5,5,1,5,tasmE hitam,tasmai hitam,तस्मै हितम्,no
5.1.6,5,1,6,SarIrAvayavAdyat,śarīrāvayavādyat,शरीरावयवाद्यत्,no
5.1.7,5,1,7,KalayavamAzatilavfzabrahmaRaSca,khalayavamāṣatilavṛṣabrahmaṇaśca,खलयवमाषतिलवृषब्रह्मणश्च,no
5.1.8,5,1,8,ajAviByAM Tyan,ajāvibhyāṃ thyan,अजाविभ्यां थ्यन्,no
5.1.9,5,1,9,AtmanviSvajanaBogottarapadAt KaH,ātmanviśvajanabhogottarapadāt khaḥ,आत्मन्विश्वजनभोगोत्तरपदात् खः,no
5.1.10,5,1,10,sarvapuruzAByAM RaQaYO,sarvapuruṣābhyāṃ ṇaḍhañau,सर्वपुरुषाभ्यां णढञौ,no
5.1.11,5,1,11,mARavacarakAByAM KaY,māṇavacarakābhyāṃ khañ,माणवचरकाभ्यां खञ्,no
5.1.12,5,1,12,tadarTaM vikfteH prakftO,tadarthaṃ vikṛteḥ prakṛtau,तदर्थं विकृतेः प्रकृतौ,no
5.1.13,5,1,13,CadirupaDibalerQaY,chadirupadhibalerḍhañ,छदिरुपधिबलेर्ढञ्,no
5.1.14,5,1,14,fzaBopAnahorYyaH,ṛṣabhopānahorñyaḥ,ऋषभोपानहोर्ञ्यः,no
5.1.15,5,1,15,carmaRo'Y,carmaṇo'ñ,चर्मणोऽञ्,no
5.1.16,5,1,16,tadasya tadasmin syAditi,tadasya tadasmin syāditi,तदस्य तदस्मिन् स्यादिति,no
5.1.17,5,1,17,pariKAyA QaY,parikhāyā ḍhañ,परिखाया ढञ्,no
5.1.18,5,1,18,prAgvatezWaY,prāgvateṣṭhañ,प्राग्वतेष्ठञ्,no
5.1.19,5,1,19,ArhAdagopucCasaMKyAparimARAwWak,ārhādagopucchasaṃkhyāparimāṇāṭṭhak,आर्हादगोपुच्छसंख्यापरिमाणाट्ठक्,no
5.1.20,5,1,20,asamAse nizkAdiByaH,asamāse niṣkādibhyaḥ,असमासे निष्कादिभ्यः,no
5.1.21,5,1,21,SatAcca WanyatAvaSate,śatācca ṭhanyatāvaśate,शताच्च ठन्यतावशते,no
5.1.22,5,1,22,saMKyAyA atiSadantAyAH kan,saṃkhyāyā atiśadantāyāḥ kan,संख्याया अतिशदन्तायाः कन्,no
5.1.23,5,1,23,vatoriqvA,vatoriḍvā,वतोरिड्वा,no
5.1.24,5,1,24,viMSatitriMSadByAM qvunnasaMjYAyAm,viṃśatitriṃśadbhyāṃ ḍvunnasaṃjñāyām,विंशतित्रिंशद्भ्यां ड्वुन्नसंज्ञायाम्,no
5.1.25,5,1,25,kaMsAwwiWan,kaṃsāṭṭiṭhan,कंसाट्टिठन्,no
5.1.26,5,1,26,SUrpAdaYanyatarasyAm,śūrpādañanyatarasyām,शूर्पादञन्यतरस्याम्,no
5.1.27,5,1,27,SatamAnaviMSatikasahasravasanAdaR,śatamānaviṃśatikasahasravasanādaṇ,शतमानविंशतिकसहस्रवसनादण्,no
5.1.28,5,1,28,aDyarDapUrvadvigorlugasaMjYAyAm,adhyardhapūrvadvigorlugasaṃjñāyām,अध्यर्धपूर्वद्विगोर्लुगसंज्ञायाम्,no
5.1.29,5,1,29,viBAzA kArzApaRasahasrAByAm,vibhāṣā kārṣāpaṇasahasrābhyām,विभाषा कार्षापणसहस्राभ्याम्,no
5.1.30,5,1,30,dvitripUrvAnnizkAt,dvitripūrvānniṣkāt,द्वित्रिपूर्वान्निष्कात्,no
5.1.31,5,1,31,bistAcca,bistācca,बिस्ताच्च,no
5.1.32,5,1,32,viMSatikAt KaH,viṃśatikāt khaḥ,विंशतिकात् खः,no
5.1.33,5,1,33,KAryA Ikan,khāryā īkan,खार्या ईकन्,no
5.1.34,5,1,34,paRapAdamAzaSatAdyat,paṇapādamāṣaśatādyat,पणपादमाषशताद्यत्,no
5.1.35,5,1,35,SARAdvA,śāṇādvā,शाणाद्वा,no
5.1.36,5,1,36,dvitripUrvAdaR ca,dvitripūrvādaṇ ca,द्वित्रिपूर्वादण् च,no
5.1.37,5,1,37,tena krItam,tena krītam,तेन क्रीतम्,no
5.1.38,5,1,38,tasya nimittaM saMyogotpAtO,tasya nimittaṃ saṃyogotpātau,तस्य निमित्तं संयोगोत्पातौ,no
5.1.39,5,1,39,godvyaco'saMKyAparimARASvAderyat,godvyaco'saṃkhyāparimāṇāśvāderyat,गोद्व्यचोऽसंख्यापरिमाणाश्वादेर्यत्,no
5.1.40,5,1,40,putrAcCa ca,putrāccha ca,पुत्राच्छ च,no
5.1.41,5,1,41,sarvaBUmipfTivIByAmaRaYO,sarvabhūmipṛthivībhyāmaṇañau,सर्वभूमिपृथिवीभ्यामणञौ,no
5.1.42,5,1,42,tasyeSvaraH,tasyeśvaraḥ,तस्येश्वरः,no
5.1.43,5,1,43,tatra vidita iti ca,tatra vidita iti ca,तत्र विदित इति च,no
5.1.44,5,1,44,lokasarvalokAwWaY,lokasarvalokāṭṭhañ,लोकसर्वलोकाट्ठञ्,no
5.1.45,5,1,45,tasya vApaH,tasya vāpaḥ,तस्य वापः,no
5.1.46,5,1,46,pAtrAt zWan,pātrāt ṣṭhan,पात्रात् ष्ठन्,no
5.1.47,5,1,47,tadasmin vfdDyAyalABaSulkopadA dIyate,tadasmin vṛddhyāyalābhaśulkopadā dīyate,तदस्मिन् वृद्ध्यायलाभशुल्कोपदा दीयते,no
5.1.48,5,1,48,pUraRArDAwWan,pūraṇārdhāṭṭhan,पूरणार्धाट्ठन्,no
5.1.49,5,1,49,BAgAdyacca,bhāgādyacca,भागाद्यच्च,no
5.1.50,5,1,50,tadDarati vahatyAvahati BArAdvaMSAdiByaH,taddharati vahatyāvahati bhārādvaṃśādibhyaḥ,तद्धरति वहत्यावहति भाराद्वंशादिभ्यः,no
5.1.51,5,1,51,vasnadravyAByAM WankanO,vasnadravyābhyāṃ ṭhankanau,वस्नद्रव्याभ्यां ठन्कनौ,no
5.1.52,5,1,52,samBavatyavaharati pacati,sambhavatyavaharati pacati,सम्भवत्यवहरति पचति,no
5.1.53,5,1,53,AQakAcitapAtrAt Ko'nyatarasyAm,āḍhakācitapātrāt kho'nyatarasyām,आढकाचितपात्रात् खोऽन्यतरस्याम्,no
5.1.54,5,1,54,dvigoH zWaMSca,dvigoḥ ṣṭhaṃśca,द्विगोः ष्ठंश्च,no
5.1.55,5,1,55,kulijAllukKO ca,kulijāllukkhau ca,कुलिजाल्लुक्खौ च,no
5.1.56,5,1,56,so'syAMSavasnaBftayaH,so'syāṃśavasnabhṛtayaḥ,सोऽस्यांशवस्नभृतयः,no
5.1.57,5,1,57,tadasya parimARam,tadasya parimāṇam,तदस्य परिमाणम्,no
5.1.58,5,1,58,saMKyAyAH saMjYAsaMGasUtrADyayanezu,saṃkhyāyāḥ saṃjñāsaṃghasūtrādhyayaneṣu,संख्यायाः संज्ञासंघसूत्राध्ययनेषु,no
5.1.59,5,1,59,paNktiviMSatitriMSatcatvAriMSatpaYcASatzazwisaptatyaSItinavatiSatam,paṅktiviṃśatitriṃśatcatvāriṃśatpañcāśatṣaṣṭisaptatyaśītinavatiśatam,पङ्क्तिविंशतित्रिंशत्चत्वारिंशत्पञ्चाशत्षष्टिसप्तत्यशीतिनवतिशतम्,no
5.1.60,5,1,60,paYcaddaSatO varge vA,pañcaddaśatau varge vā,पञ्चद्दशतौ वर्गे वा,no
5.1.61,5,1,61,saptano'Y Candasi,saptano'ñ chandasi,सप्तनोऽञ् छन्दसि,no
5.1.62,5,1,62,triMSaccatvAriMSatorbrAhmaRe saMjYAyAM qaR,triṃśaccatvāriṃśatorbrāhmaṇe saṃjñāyāṃ ḍaṇ,त्रिंशच्चत्वारिंशतोर्ब्राह्मणे संज्ञायां डण्,no
5.1.63,5,1,63,tad arhati,tad arhati,तद् अर्हति,no
5.1.64,5,1,64,CedAdiByo nityam,chedādibhyo nityam,छेदादिभ्यो नित्यम्,no
5.1.65,5,1,65,SIrzacCedAdyacca,śīrṣacchedādyacca,शीर्षच्छेदाद्यच्च,no
5.1.66,5,1,66,daRqAdiByaH,daṇḍādibhyaḥ,दण्डादिभ्यः,no
5.1.67,5,1,67,Candasi ca,chandasi ca,छन्दसि च,no
5.1.68,5,1,68,pAtrAdGaMSca,pātrādghaṃśca,पात्राद्घंश्च,no
5.1.69,5,1,69,kaqaNkaradakziRAcCa ca,kaḍaṅkaradakṣiṇāccha ca,कडङ्करदक्षिणाच्छ च,no
5.1.70,5,1,70,sTAlIbilAt,sthālībilāt,स्थालीबिलात्,no
5.1.71,5,1,71,yajYartvigByAM GaKaYO,yajñartvigbhyāṃ ghakhañau,यज्ञर्त्विग्भ्यां घखञौ,no
5.1.72,5,1,72,pArAyaRaturAyaRacAndrAyaRaM vartayati,pārāyaṇaturāyaṇacāndrāyaṇaṃ vartayati,पारायणतुरायणचान्द्रायणं वर्तयति,no
5.1.73,5,1,73,saMSayamApannaH,saṃśayamāpannaḥ,संशयमापन्नः,no
5.1.74,5,1,74,yojanaM gacCati,yojanaṃ gacchati,योजनं गच्छति,no
5.1.75,5,1,75,paTaH zkan,pathaḥ ṣkan,पथः ष्कन्,no
5.1.76,5,1,76,panTo Ra nityam,pantho ṇa nityam,पन्थो ण नित्यम्,no
5.1.77,5,1,77,uttarapaTenAhftaM ca,uttarapathenāhṛtaṃ ca,उत्तरपथेनाहृतं च,no
5.1.78,5,1,78,kAlAt,kālāt,कालात्,no
5.1.79,5,1,79,tena nirvfttam,tena nirvṛttam,तेन निर्वृत्तम्,no
5.1.80,5,1,80,tamaDIzwo Bfto BUto BAvI,tamadhīṣṭo bhṛto bhūto bhāvī,तमधीष्टो भृतो भूतो भावी,no
5.1.81,5,1,81,mAsAdvayasi yatKaYO,māsādvayasi yatkhañau,मासाद्वयसि यत्खञौ,no
5.1.82,5,1,82,dvigoryap,dvigoryap,द्विगोर्यप्,no
5.1.83,5,1,83,zaRmAsARRyacca,ṣaṇmāsāṇṇyacca,षण्मासाण्ण्यच्च,no
5.1.84,5,1,84,avayasi WaMSca,avayasi ṭhaṃśca,अवयसि ठंश्च,no
5.1.85,5,1,85,samAyAH KaH,samāyāḥ khaḥ,समायाः खः,no
5.1.86,5,1,86,dvigorvA,dvigorvā,द्विगोर्वा,no
5.1.87,5,1,87,rAtryahassaMvatsarAcca,rātryahassaṃvatsarācca,रात्र्यहस्संवत्सराच्च,no
5.1.88,5,1,88,varzAlluk ca,varṣālluk ca,वर्षाल्लुक् च,no
5.1.89,5,1,89,cittavati nityam,cittavati nityam,चित्तवति नित्यम्,no
5.1.90,5,1,90,zazwikAH zazwirAtreRa pacyante,ṣaṣṭikāḥ ṣaṣṭirātreṇa pacyante,षष्टिकाः षष्टिरात्रेण पच्यन्ते,no
5.1.91,5,1,91,vatsarAntAcCaSCandasi,vatsarāntācchaśchandasi,वत्सरान्ताच्छश्छन्दसि,no
5.1.92,5,1,92,samparipUrvAt Ka ca,samparipūrvāt kha ca,सम्परिपूर्वात् ख च,no
5.1.93,5,1,93,tena parijayyalaByakAryasukaram,tena parijayyalabhyakāryasukaram,तेन परिजय्यलभ्यकार्यसुकरम्,no
5.1.94,5,1,94,tadasya brahmacaryam,tadasya brahmacaryam,तदस्य ब्रह्मचर्यम्,no
5.1.95,5,1,95,tasya ca dakziRA yajYAKyeByaH,tasya ca dakṣiṇā yajñākhyebhyaḥ,तस्य च दक्षिणा यज्ञाख्येभ्यः,no
5.1.96,5,1,96,tatra ca dIyate kAryaM Bavavat,tatra ca dīyate kāryaṃ bhavavat,तत्र च दीयते कार्यं भववत्,no
5.1.97,5,1,97,vyuzwAdiByo'R,vyuṣṭādibhyo'ṇ,व्युष्टादिभ्योऽण्,no
5.1.98,5,1,98,tena yaTAkaTAcahastAByAM RayatO,tena yathākathācahastābhyāṃ ṇayatau,तेन यथाकथाचहस्ताभ्यां णयतौ,no
5.1.99,5,1,99,sampAdini,sampādini,सम्पादिनि,no
5.1.100,5,1,100,karmavezAdyat,karmaveṣādyat,कर्मवेषाद्यत्,no
5.1.101,5,1,101,tasmE praBavati saMtApAdiByaH,tasmai prabhavati saṃtāpādibhyaḥ,तस्मै प्रभवति संतापादिभ्यः,no
5.1.102,5,1,102,yogAdyacca,yogādyacca,योगाद्यच्च,no
5.1.103,5,1,103,karmaRa ukaY,karmaṇa ukañ,कर्मण उकञ्,no
5.1.104,5,1,104,samayastadasya prAptam,samayastadasya prāptam,समयस्तदस्य प्राप्तम्,no
5.1.105,5,1,105,ftoraR,ṛtoraṇ,ऋतोरण्,no
5.1.106,5,1,106,Candasi Gas,chandasi ghas,छन्दसि घस्,no
5.1.107,5,1,107,kAlAdyat,kālādyat,कालाद्यत्,no
5.1.108,5,1,108,prakfzwe WaY,prakṛṣṭe ṭhañ,प्रकृष्टे ठञ्,no
5.1.109,5,1,109,prayojanam,prayojanam,प्रयोजनम्,no
5.1.110,5,1,110,viSAKAzAQAdaR manTadaRqayoH,viśākhāṣāḍhādaṇ manthadaṇḍayoḥ,विशाखाषाढादण् मन्थदण्डयोः,no
5.1.111,5,1,111,anupravacanAdiByaSCaH,anupravacanādibhyaśchaḥ,अनुप्रवचनादिभ्यश्छः,no
5.1.112,5,1,112,samApanAt sapUrvapadAt,samāpanāt sapūrvapadāt,समापनात् सपूर्वपदात्,no
5.1.113,5,1,113,EkAgArikaw cOre,aikāgārikaṭ caure,ऐकागारिकट् चौरे,no
5.1.114,5,1,114,AkAlikaqAdyantavacane,ākālikaḍādyantavacane,आकालिकडाद्यन्तवचने,no
5.1.115,5,1,115,tena tulyaM kriyA cedvatiH,tena tulyaṃ kriyā cedvatiḥ,तेन तुल्यं क्रिया चेद्वतिः,no
5.1.116,5,1,116,tatra tasyeva,tatra tasyeva,तत्र तस्येव,no
5.1.117,5,1,117,tadarham,tadarham,तदर्हम्,no
5.1.118,5,1,118,upasargAcCandasi DAtvarTe,upasargācchandasi dhātvarthe,उपसर्गाच्छन्दसि धात्वर्थे,no
5.1.119,5,1,119,tasya BAvastvatalO,tasya bhāvastvatalau,तस्य भावस्त्वतलौ,no
5.1.120,5,1,120,A ca tvAt,ā ca tvāt,आ च त्वात्,no
5.1.121,5,1,121,na naYpUrvAttatpuruzAdacaturasaMgatalavaRavawayuDakatarasalaseByaH,na nañpūrvāttatpuruṣādacaturasaṃgatalavaṇavaṭayudhakatarasalasebhyaḥ,न नञ्पूर्वात्तत्पुरुषादचतुरसंगतलवणवटयुधकतरसलसेभ्यः,no
5.1.122,5,1,122,pfTvAdiBya imanijvA,pṛthvādibhya imanijvā,पृथ्वादिभ्य इमनिज्वा,no
5.1.123,5,1,123,varRadfQAdiByaH zyaY ca,varṇadṛḍhādibhyaḥ ṣyañ ca,वर्णदृढादिभ्यः ष्यञ् च,no
5.1.124,5,1,124,guRavacanabrAhmaRAdiByaH karmaRi ca,guṇavacanabrāhmaṇādibhyaḥ karmaṇi ca,गुणवचनब्राह्मणादिभ्यः कर्मणि च,no
5.1.125,5,1,125,stenAdyannalopaSca,stenādyannalopaśca,स्तेनाद्यन्नलोपश्च,no
5.1.126,5,1,126,saKyuryaH,sakhyuryaḥ,सख्युर्यः,no
5.1.127,5,1,127,kapijYAtyorQak,kapijñātyorḍhak,कपिज्ञात्योर्ढक्,no
5.1.128,5,1,128,patyantapurohitAdiByo yak,patyantapurohitādibhyo yak,पत्यन्तपुरोहितादिभ्यो यक्,no
5.1.129,5,1,129,prARaBfjjAtivayovacanodgAtrAdiByo'Y,prāṇabhṛjjātivayovacanodgātrādibhyo'ñ,प्राणभृज्जातिवयोवचनोद्गात्रादिभ्योऽञ्,no
5.1.130,5,1,130,hAyanAntayuvAdiByo'R,hāyanāntayuvādibhyo'ṇ,हायनान्तयुवादिभ्योऽण्,no
5.1.131,5,1,131,igantAcca laGupUrvAt,igantācca laghupūrvāt,इगन्ताच्च लघुपूर्वात्,no
5.1.132,5,1,132,yopaDAdgurUpottamAdvuY,yopadhādgurūpottamādvuñ,योपधाद्गुरूपोत्तमाद्वुञ्,no
5.1.133,5,1,133,dvandvamanojYAdiByaSca,dvandvamanojñādibhyaśca,द्वन्द्वमनोज्ञादिभ्यश्च,no
5.1.134,5,1,134,gotracaraRAcSlAGAtyAkAratadavetezu,gotracaraṇācślāghātyākāratadaveteṣu,गोत्रचरणाच्श्लाघात्याकारतदवेतेषु,no
5.1.135,5,1,135,hotrAByaSCaH,hotrābhyaśchaḥ,होत्राभ्यश्छः,no
5.1.136,5,1,136,brahmaRastvaH,brahmaṇastvaḥ,ब्रह्मणस्त्वः,no
5.2.1,5,2,1,DAnyAnAM Bavane kzetre KaY,dhānyānāṃ bhavane kṣetre khañ,धान्यानां भवने क्षेत्रे खञ्,no
5.2.2,5,2,2,vrIhiSAlyorQak,vrīhiśālyorḍhak,व्रीहिशाल्योर्ढक्,no
5.2.3,5,2,3,yavayavakazazwikAdyat,yavayavakaṣaṣṭikādyat,यवयवकषष्टिकाद्यत्,no
5.2.4,5,2,4,viBAzA tilamAzomABaNgA'RuByaH,vibhāṣā tilamāṣomābhaṅgā'ṇubhyaḥ,विभाषा तिलमाषोमाभङ्गाऽणुभ्यः,no
5.2.5,5,2,5,sarvacarmaRaH kftaH KaKaYO,sarvacarmaṇaḥ kṛtaḥ khakhañau,सर्वचर्मणः कृतः खखञौ,no
5.2.6,5,2,6,yaTAmuKasaMmuKasya darSanaH KaH,yathāmukhasaṃmukhasya darśanaḥ khaḥ,यथामुखसंमुखस्य दर्शनः खः,no
5.2.7,5,2,7,tatsarvAdeH paTyaNgakarmapatrapAtraM vyApnoti,tatsarvādeḥ pathyaṅgakarmapatrapātraṃ vyāpnoti,तत्सर्वादेः पथ्यङ्गकर्मपत्रपात्रं व्याप्नोति,no
